id,name,calculated_dob,wiki_dob,mentions,tweet
MagicJohnson,Earvin Magic Johnson,30-08-2011,14-08-1959,[],b'Happy 10th birthday to my grandson Avery from Pop Pop!!!  '
MagicJohnson,Earvin Magic Johnson,13-06-1934,14-08-1959,[],"b'Today we celebrated my Father\xe2\x80\x99s 87th birthday in Lansing, MI! He loves MSU so we had a Spartan-themed birthday celebration complete with a fish fry, barbecue, and vegetarian options.  '"
MagicJohnson,Earvin Magic Johnson,20-03-1931,14-08-1959,[],b'Happy 90th birthday to a national icon Dr. Norman C. Francis!!  '
MagicJohnson,Earvin Magic Johnson,25-02-1931,14-08-1959,[],"b'Happy 90th birthday to a Clarence Avant aka the Black Godfather! Thank you for opening doors, all of the tremendous advice you gave me when I first started in business, and for using your Rolodex to connect me with the right people. God Bless you!  '"
MagicJohnson,Earvin Magic Johnson,20-02-1981,14-08-1959,[],b'I couldn\xe2\x80\x99t ask for a better son who\xe2\x80\x99s doing tremendous things in the world. Happy 40th birthday Andre! Know that God will continue to bless you with many more!!!   '
MagicJohnson,Earvin Magic Johnson,12-12-2008,14-08-1959,[],b'Happy 12th birthday to my beautiful granddaughter Gigi! Pop pop loves you!   '
MagicJohnson,Earvin Magic Johnson,08-05-1994,14-08-1959,[],b'I am glad to see that Gregory and Travis McMichael were arrested for the murder of Ahmaud Arbery! Ahmaud and his family and friends should have been celebrating his 26th birthday today. Prayers and thoughts for the Arbery family. #IRunwithMaud'
MagicJohnson,Earvin Magic Johnson,07-02-1970,14-08-1959,['@AgentD_P'],b'Happy 50th birthday @AgentD_P!!  '
MagicJohnson,Earvin Magic Johnson,06-02-1970,14-08-1959,[],"b'Cookie, EJ, and I having a great time celebrating our friend Darren\xe2\x80\x99s 50th birthday!  '"
MagicJohnson,Earvin Magic Johnson,21-12-1994,14-08-1959,[],"b'Happy 25th birthday to my beautiful, gorgeous daughter Elisa Johnson! I love you and may God continue to bless you!  '"
MagicJohnson,Earvin Magic Johnson,30-10-1959,14-08-1959,[],b'The last time I saw John Witherspoon. Cookie and I really appreciated John and Angela coming to our 60th birthday celebration. I will never forget the memories we made RIP my friend.  '
MagicJohnson,Earvin Magic Johnson,04-09-1959,14-08-1959,[],b'Cookie and I were totally blown away seeing ourselves on the cover of the French newspaper Var-Matin! Thank you to newspapers all over France for featuring us for our 60th birthday. We are so humbled and in disbelief!  '
MagicJohnson,Earvin Magic Johnson,13-08-1959,14-08-1959,[],"b'In honor of my 60th birthday tomorrow, I put together a few lists of top favorites. First up, top 60 films:  '"
MagicJohnson,Earvin Magic Johnson,04-06-1992,14-08-1959,['@prince_ej'],"b'Happy 27th birthday to my incredible son @prince_ej! I am amazed by who you are, who you are growing to be, and honored to be your father. I love you!  '"
MagicJohnson,Earvin Magic Johnson,20-01-1959,14-08-1959,['@cjbycookie'],b'Happy Birthday to my beautiful wife @cjbycookie! Who would have thought that when I met you 42 years ago at age 18 we would both be here today wishing you happy 60th birthday!  '
MagicJohnson,Earvin Magic Johnson,20-01-1959,14-08-1959,[],b'60 of Cookie\xe2\x80\x99s closest girlfriends joined her for brunch at the Bel Air Hotel to celebrate her 60th birthday!  '
MagicJohnson,Earvin Magic Johnson,17-12-1948,14-08-1959,['@SamuelLJackson'],b'Hanging out at the party of the year for my boy and good friend @SamuelLJackson\xe2\x80\x99s 70th birthday!  '
MagicJohnson,Earvin Magic Johnson,02-12-2008,14-08-1959,[],b'Happy 10th birthday to my beautiful granddaughter Gigi. I look forward to celebrating with you for many birthdays to come. We love you!  '
MagicJohnson,Earvin Magic Johnson,28-01-1978,14-08-1959,[],b'Happy 40th birthday Ysney! I hope you have a great time at your party tonight.  '
MarcusButler,Marcus Butler,17-12-1993,18-12-1991,['@heidibutler123'],"b""Happy 21st birthday lil sis  @heidibutler123 even though you're getting old you'll always be lil sis """
MariahCarey,Mariah Carey,30-04-2011,27-03-1969,[],b'Happy 11th birthday to the two greatest blessings of my life. Roc and Roe\xe2\x80\xa6Always be my babies! \xe2\x80\xa6DEMKIDS!!!! \nI LOVE YOU FOREVER!\nMommy   '
MariahCarey,Mariah Carey,01-01-1922,27-03-1969,['@msdebbieallen'],b'RT @msdebbieallen: #BettyWhite we will celebrate your 100th birthday and the many decades of Joy you have given the world. Rest in Power.\xe2\x80\xa6'
MariahCarey,Mariah Carey,03-10-1999,27-03-1969,[],"b'Cyndi, you have always had love from me!!! I will never forget on my 21st birthday (back when I still had birthdays), when you gave me a beautiful orange lyric book and I wrote the entire Music Box album in it. It meant so much to me as do you and your talent!   '"
MariahCarey,Mariah Carey,15-01-1929,27-03-1969,"['@ava', '@UnitedBlackout']",b'RT @ava: Today would have been Dr. King\xe2\x80\x99s 89th birthday. He was murdered at age 39. Join @UnitedBlackout as we gather for our annual #MLKNo\xe2\x80\xa6'
mariashriver,Maria Shriver,23-06-1972,06-11-1955,['@JoJoFromJerz'],"b""It\xe2\x80\x99s truly stunning. I was just telling my son that #TitleIX  celebrating its 50th birthday today is the only piece of good news. Women need to come together and understand that women's rights are fading away right before our eyes. @JoJoFromJerz  """
mariashriver,Maria Shriver,18-06-1942,06-11-1955,"['@patrickdextervc', '@PaulMcCartney']",b'RT @patrickdextervc: All You Need is love by the Beatles. Happy 80th birthday @PaulMcCartney from the west of Ireland! https://t.co/6RDqj7V\xe2\x80\xa6'
mariashriver,Maria Shriver,01-10-1924,06-11-1955,[],"b'Happy 97th birthday to Jimmy Carter! What an example of staying the course, doing good, having purpose, and loving his bride. I admire him so.'"
markhoppus,mark hoppus,22-01-1996,15-03-1972,['@semiautumnmatic'],b'@semiautumnmatic I would like to take this opportunity to wish you a very happy 25th birthday.  '
markhoppus,mark hoppus,26-02-1996,15-03-1972,[],"b'If you didn\xe2\x80\x99t get a \xe2\x80\x9cNobody like you when you\xe2\x80\x99re 23\xe2\x80\x9d cake on your 23rd birthday, you are a hashtag fake fan.'"
MarthaStewart,Martha Stewart,26-04-1822,03-08-1941,"['@olmsted200', '@CentralParkNYC']",b'Today April 26 marks the 200th birthday of American landscape architect/social reformer Frederick Law Olmsted who championed idea of public parks in U.S. #CelebrateOlmsted + continue to advocate for #ParksForAllPeople @olmsted200   Photo by @CentralParkNYC  '
MarthaStewart,Martha Stewart,16-09-1911,03-08-1941,[],"b'Today would have been the 108th birthday of the best mother ever! Big Martha, as we all called her , was wife, mother of six , school teacher  , and friends to hundreds   A very good role model indeed'"
MarthaStewart,Martha Stewart,08-02-1975,03-08-1941,[],b'Tonight is bronson van wycks 40th birthday  he is throwing a Bal Sauvage  masked ball http://t.co/XxsiNoGQku'
MarthaStewart,Martha Stewart,16-09-1914,03-08-1941,[],"b""Today would have been my beautiful mother's 100th birthday! http://t.co/qu3FXcmyn9"""
McIlroyRory,Rory McIlroy,16-07-1989,04-05-1989,['@OMEGAwatches'],b'I loved my 30th birthday #Speedmaster \xe2\x80\x9957 Rory McIlroy so much that @OMEGAwatches is making more!  \n\n#SpeedyTuesday #OMEGAmychoice  '
McIlroyRory,Rory McIlroy,27-05-2008,04-05-1989,['@EuropeanTour'],"b""RT @EuropeanTour: Aaron's dad emailed us to ask if we could do something for his 9th birthday \n\nWe decided to do something special. https:\xe2\x80\xa6"""
McIlroyRory,Rory McIlroy,23-09-1986,04-05-1989,"['@Luke_Donald', '@chubbadingo', '@McIlroyRory']","b""Ask @Luke_Donald! Lol RT @chubbadingo @McIlroyRory it's my 25th birthday today and would love a RT off the best golfer in the world. Thanks"""
MichelleObama,Michelle Obama,04-08-1961,17-01-1964,['@BarackObama'],"b'Of all of your accomplishments, I know that being a present, loving father to our girls tops them all. Thank you for never letting the weight of the world get in the way of being a wonderful husband and father. Happy 60th birthday, @BarackObama!   '"
MichelleObama,Michelle Obama,04-07-1998,17-01-1964,[],"b'Happy Fourth of July, everybody\xe2\x80\x94and also, happy 23rd birthday to our dear Malia! It\xe2\x80\x99s been a few years since we took this photo, but I know that she\xe2\x80\x99ll always be my sweet little girl. Malia, we love you, and are so excited to see what this year will bring for you!   '"
MichelleObama,Michelle Obama,08-08-1965,17-01-1964,"['@carlahall', '@WhenWeAllVote']","b'RT @carlahall: Happy 53rd birthday to the Voting Rights Act - this September you can team up with @WhenWeAllVote to volunteer, register vot\xe2\x80\xa6'"
MichelleObama,Michelle Obama,31-01-1958,17-01-1964,['@TheEllenShow'],b'Hey everyone!  I had so much fun celebrating Ellen\xe2\x80\x99s 60th birthday! It felt like old times at @TheEllenShow.  Tune in Thursday for the full episode\xe2\x80\xa6and check out Snapchat today for some behind-the-scenes snaps. #HappyBirthdayEllen  '
MichelleObama,Michelle Obama,09-10-2008,17-01-1964,[],b'It\xe2\x80\x99s a big 4th birthday for Bo! He\xe2\x80\x99s getting some extra treats today. \xe2\x80\x93mo'
MichelleObama,Michelle Obama,24-07-1961,17-01-1964,['@BarackObama'],b'Don\xe2\x80\x99t miss the chance to help celebrate @BarackObama\xe2\x80\x99s 51st birthday with him in Chicago\xe2\x80\x94airfare\xe2\x80\x99s on us: http://t.co/NqyMsJ51'
MikeTyson,Mike Tyson,27-01-2011,30-06-1966,['@JohnMcBrideIRE'],b'@JohnMcBrideIRE yes Morocco had a great 3rd birthday. Awesome kid.'
MikeTyson,Mike Tyson,23-09-2008,30-06-1966,"['@Dr_GI', '@MikeTyson']",b'RT @Dr_GI: @MikeTyson today is my son 5th birthday can he get a retweet from d greatest boxer I have ever seen'
mindykaling,Mindy Kaling,13-06-1981,24-06-1979,[],"b'How did Natalie Portman and Chris Evans not throw a joint 40th birthday party? Hemsworth knows them both from Thor stuff, he could\xe2\x80\x99ve done something about it, he really wiffed on this one'"
mindykaling,Mindy Kaling,05-06-1981,24-06-1979,['@ikebarinholtz'],b'Thinking about how for my 40th birthday @ikebarinholtz gave me a cameo from Anthony Scaramucci. And that was the whole present'
mindykaling,Mindy Kaling,05-06-1993,24-06-1979,['@arielsinhaha'],b'Today would have been Breonna Taylor\xe2\x80\x99s 27th birthday. Her story is heartbreaking. We will not forget her. #SayHerName #BreonnaTaylor #BreDay\nArtwork by @arielsinhaha  '
MirandaCosgrove,Miranda Cosgrove,08-05-1999,14-05-1993,['@yeahcosmos'],b'@yeahcosmos happy 14th birthday!'
MirandaKerr,Miranda Kerr,07-05-2018,20-04-1983,[],b'What a magical day  Today we celebrated my little angel Hart\xe2\x80\x99s 2nd birthday  My heart is full of joy and gratitude for my gorgeous son   '
MirandaKerr,Miranda Kerr,13-08-1961,20-04-1983,[],"b""It's my dads 50th birthday today. HAPPY BIRTHDAY DAD. Love you to the moon and back. Love Rand xxx"""
mirandalambert,Miranda Lambert,17-11-1998,10-11-1983,"['@Hayniac_Forever', '@mirandalambert']","b""\xe2\x80\x9c@Hayniac_Forever: @mirandalambert could a get a birthday tweet? It's my 16th birthday :)\xe2\x80\x9d Happy SWEET 16!"""
MrsSOsbourne,Sharon Osbourne,24-04-2012,09-10-1952,[],"b'Happy 3rd birthday to my darling Pearly-girl!  Love, Nana'"
MrsSOsbourne,Sharon Osbourne,03-03-2013,09-10-1952,['@OzzyOsbourne'],b'So proud of you. Happy 2nd birthday my darling @OzzyOsbourne. Love you always!'
MrsSOsbourne,Sharon Osbourne,27-10-1984,09-10-1952,['@KellyOsbourne'],"b'Happy 30th birthday to my darling @KellyOsbourne, love you and proud to be your mum!'"
MrsSOsbourne,Sharon Osbourne,28-08-2006,09-10-1952,"['@OzzyOsbourne', '@KellyOsbourne']",b'Throwback Thursday: @OzzyOsbourne and me with @KellyOsbourne on her 8th birthday. http://t.co/dsGZYc5cMj'
MrsSOsbourne,Sharon Osbourne,24-04-2012,09-10-1952,[],b'Happy 2nd birthday to my darling granddaughter Pearl! x'
MsLeaSalonga,Lea Salonga,14-08-1937,22-02-1971,[],"b'Today is my indefatigable mom\xe2\x80\x99s 82nd birthday. From her I got my gift of throwing shade, an artistic sensibility, and the depths I\xe2\x80\x99d go for the people I love. Sure, we drive each other crazy, but we crazy love each\xe2\x80\xa6  '"
myfabolouslife,Fabolous,27-09-2002,18-11-1977,[],b'when you in town &amp; pop out at cuzine215\xe2\x80\x99s daughter Yae Sweet 16 Party real quick... Daddy came thru wit a Fabolous surprise!! Happy 16th birthday Yae!! Celebrate Life   '
NathanKress,Nathan Kress,23-07-1997,18-11-1992,"['@ricardovalen93', '@kirakosarin', '@Nickelodeon']","b'@ricardovalen93 @kirakosarin @Nickelodeon Teeeeeeechnically I directed during the week of my 22nd birthday, so I started at 21  But I think you got me either way! Congrats!!!!'"
NathanKress,Nathan Kress,04-05-1996,18-11-1992,['@NoahMunck'],"b'Happy 21st birthday to my hilarious, kind, and very dear friend, Mr. @NoahMunck!'"
NathanKress,Nathan Kress,31-05-1990,18-11-1992,[],"b""Celebrating my big bro Kevin's 25th birthday today with my family (and my fianc\xc3\xa9... Woah). Dodgers, Ducks, and a nip of Grangestone 25 year."""
NathanKress,Nathan Kress,16-01-1935,18-11-1992,['@IndyCar'],"b""Big ol' happy 80th birthday to @IndyCar legend, AJ Foyt. You're the man, #SuperTex!!"""
NathanKress,Nathan Kress,25-06-1993,18-11-1992,[],"b""Beach day celebrating my man Taylor's 21st birthday! http://t.co/i71PkmUwpa"""
neilhimself,Neil Gaiman,10-05-2016,10-11-1960,['@CescaMajor'],b'RT @CescaMajor: My boy is ill on his 6th birthday today. Can we send one of his crazy pictures round the Internet to cheer him up? I\xe2\x80\x99ve cho\xe2\x80\xa6'
neiltyson,Neil deGrasse Tyson,20-06-2009,05-10-1958,[],"b""Happy Father's Day to all Dads out there.\n\nMy Dad, helping me assemble my first telescope, for my 12th birthday \xe2\x80\x93 a zillion years ago.  """
neiltyson,Neil deGrasse Tyson,17-11-2014,05-10-1958,[],b'This is what happens when you name your kid Orion and give him the StarTalk Book on his 3rd birthday: [Video; 6min]  '
neiltyson,Neil deGrasse Tyson,21-03-2006,05-10-1958,[],"b'Happy 10th birthday Twitter. Note however, that the trending #LoveTwitter hashtag grossly overstates my emotions for you.'"
Nelly_Mo,Nelly,06-05-1988,02-11-1974,"['@CardFanAllDay', '@Nelly_Mo']",b'RT @CardFanAllDay: Super excited to see @Nelly_Mo on May 19th in Kentucky! Hoping you will help me surprise my wife for her 30th birthday!!\xe2\x80\xa6'
NiallOfficial,Niall Horan,24-05-1941,13-09-1993,[],b'Happy 80th birthday to one of the greatest to ever do it. Thank you for everything Bob Dylan'
NICKIMINAJ,Nicki Minaj,15-12-2014,08-12-1982,[],b'Happy 6th birthday to #ThePinkprint &amp; thank you guys for rockin w|me '
nickjonas,Nick Jonas,18-09-1992,16-09-1992,[],"b'I\xe2\x80\x99ve been lucky enough to celebrate my 27th birthday over the past couple of days with family, friends, and fans in Chicago and St. Paul.  '"
nickjonas,Nick Jonas,27-10-2016,16-09-1992,[],"b""It's my beautiful little nieces 1st birthday! Growing up so fast! I love you Valentina.  """
nickjonas,Nick Jonas,08-12-2008,16-09-1992,['@TheGRAMMYMuseum'],b'Celebrating @TheGRAMMYMuseum\xe2\x80\x99s 8th birthday with #GRAMMYMuseumGiving. Honored to support this cause.     '
nikkigil,Nikki Gil-Albert,29-01-2018,23-08-1987,['@jasonmagbanua'],b'Wasnt it just yesterday that you shot our wedding? @jasonmagbanua  Now it\xe2\x80\x99s my Finn\xe2\x80\x99s 1st birthday!  Thank you littlebigdayfilms for capturing all the special moments at Finn\xe2\x80\x99s\xe2\x80\xa6  '
nikkigil,Nikki Gil-Albert,29-06-2011,23-08-1987,[],"b'Happy 5th birthday to the sweetest creature in the planet, my fluffybear Charlie!  I pray\xe2\x80\xa6  '"
nikkigil,Nikki Gil-Albert,26-08-1987,23-08-1987,[],b'Sooooo much love on my 28th birthday  so overwhelming  I think my heart is going to explode!\xe2\x80\xa6  '
ninadobrev,Nina Dobrev,13-10-1965,09-01-1989,"['@Cosmopolitan', '@ninadobrev']",b'RT @Cosmopolitan: Celebrating our 50th birthday with major love to the iconic women on our covers! @ninadobrev #HappyBirthdayCosmo http://t\xe2\x80\xa6'
ninadobrev,Nina Dobrev,25-08-1944,09-01-1989,"['@TimMorehouse', '@TreySongz', '@ninadobrev']","b'RT @TimMorehouse: .@TreySongz with @ninadobrev ""I can always get behind a lady"" followed by ""Happy 70th birthday grandma!"" #Classy #MTVMA'"
ninagarcia,Nina Garcia,28-02-1932,03-05-1965,['@ElizabethTaylor'],"b'RT @ElizabethTaylor: Today would have been Elizabeth\xe2\x80\x99s 89th birthday \xe2\x80\x93 today and everyday, we celebrate her legacy.\n\nPhoto by: Cecil Beaton\xe2\x80\xa6'"
ninagarcia,Nina Garcia,02-07-2010,03-05-1965,"['@iaeaorg', '@UN_Women']","b'RT @iaeaorg: Happy 10th birthday, @UN_Women!  The IAEA has recently launched the Marie Sk\xc5\x82odowska-Curie Fellowship, a programme to enable\xe2\x80\xa6'"
ninagarcia,Nina Garcia,06-06-1993,03-05-1965,['@mindykaling'],b'RT @mindykaling: Today would have been Breonna Taylor\xe2\x80\x99s 27th birthday. Her story is heartbreaking. We will not forget her. #SayHerName #Bre\xe2\x80\xa6'
official_flo,FLO RIDA,06-07-1999,16-09-1979,[],"b'Happy 21st birthday  50cent wishing you many more my brother!  @ Miami, Florida  '"
official_flo,FLO RIDA,13-09-1979,16-09-1979,[],"b'Can\xe2\x80\x99t wait to celebrate my 40th birthday  tomorrow at studio183lounge hosted by the one and only flavorflavofficial going to be one of those nights, see everyone there! @ Miami, Florida  '"
Oprah,Oprah Winfrey,04-09-1981,29-01-1954,"['@OprahDaily', '@Beyonce']",b'RT @OprahDaily: Happy 40th birthday to @Beyonce Knowles-Carter   '
OzzyOsbourne,Ozzy Osbourne,28-01-1952,03-12-1948,"['@SiriusXM', '@OzzysBoneyard', '@PaulStanleyLive', '@Kiss']","b'TODAY at NOON ET / 9AM PT, an all new #OzzySpeaks episode on @SiriusXM @OzzysBoneyard! We\xe2\x80\x99ll play some of our favorite songs and discuss my forthcoming album, new NFT bats, and wish @PaulStanleyLive of @Kiss a happy 70th birthday  '"
OzzyOsbourne,Ozzy Osbourne,02-12-1948,03-12-1948,"['@OzzysBoneyard', '@BillyMorrison', '@ZZTop', '@Pantera', '@JudasPriest', '@ZakkWyldeBLS', '@SiriusXM']","b'All new \xe2\x80\x98Ozzy Speaks\xe2\x80\x99 debuts today at 9am PT / Noon ET on @OzzysBoneyard! @BillyMorrison and I discuss my 73rd birthday and play songs from @ZZTop, @Pantera, @JudasPriest, @ZakkWyldeBLS and more. \nReminder: @SiriusXM\xe2\x80\x99s Listen Free Event is on now!    '"
pattiemallette,Pattie Mallette,01-07-1867,02-04-1975,[],b'Happy 150th birthday Canada!! Celebrating you today. Thank you for being you. You will be home to me forever!! Love love love. '
PaulaAbdul,Paula Abdul,17-12-1992,19-06-1962,[],b'Happy 27th birthday Calvin  soooo grateful to have you on my team. Love you so much  XoP  '
PaulMcCartney,Paul McCartney,07-02-2012,18-06-1942,['@maryamccartney'],"b""Happy 10th birthday, #KissesOnTheBottom! Released in February 2012, the album features the love song 'My Valentine' and won the #GRAMMY Award for Best Traditional Pop Vocal Album. What's your favourite track? \n\n by @maryamccartney  """
PaulMcCartney,Paul McCartney,18-12-2020,18-06-1942,[],"b""Happy 1st birthday, #McCartneyIII! \n\nWritten, composed and produced by Paul, #McCartneyIII was recorded in 'Rockdown' and reached Number One in the UK charts and Number Two in the Billboard Top 100 \n\nListen here:  \n\n by Sonny McCartney  """
PaulMcCartney,Paul McCartney,24-09-1941,18-06-1942,[],b'Have a great day on what would have been Linda\xe2\x80\x99s 80th birthday - Paul  '
PaulMcCartney,Paul McCartney,03-08-1926,18-06-1942,['@itstonybennett'],"b'Happy 95th birthday, @itstonybennett! #IGetAKickOutOfYou  '"
PaulMcCartney,Paul McCartney,08-11-1920,18-06-1942,['@YouTube'],"b""Happy 100th birthday, Rupert the Bear! Watch Paul's animated film 'Rupert and the Frog Song' premiere in 4K on @YouTube TODAY \n\n7pm GMT / 11am PST / 2pm EST\n\nJoin the watch page now:    """
PaulMcCartney,Paul McCartney,07-07-1940,18-06-1942,['@ringostarrmusic'],"b'Tune-in today to celebrate @ringostarrmusic\xe2\x80\x99s 80th birthday with The Big Birthday Show - a benefit for Black Lives Matter Global Network, The David Lynch Foundation, MusiCares &amp; WaterAid. Set a reminder here!    '"
PaulMcCartney,Paul McCartney,01-07-1940,18-06-1942,['@ringostarrmusic'],"b""Paul will  in the charity broadcast 'Ringo's Big Birthday Show' in celebration of @ringostarrmusic 's 80th birthday. Tune in to Ringo's YouTube channel at 5pm PST on July 7th.  """
PaulMcCartney,Paul McCartney,07-04-1920,18-06-1942,[],b'Very best vibrations and good feelings from us all on what would have been Ravi Shankar\xe2\x80\x99s 100th birthday. It was a privilege to know such a man. His talent was boundless and his loving spirit was the best. Happy Birthday Ravi. We miss you. Love Paul  '
PaulMcCartney,Paul McCartney,20-03-1917,18-06-1942,['@VeraLynnDecca'],b'Paul wishes @VeraLynnDecca a happy 100th birthday:   #VeraLynn100  '
PaulMcCartney,Paul McCartney,15-06-2009,18-06-1942,['@MeatFreeMonday'],"b""Happy 6th birthday to #MeatFreeMonday! Follow the McCartney family's campaign on Twitter HERE: @MeatFreeMonday http://t.co/3MoONfSmy3"""
paulwesley,Paul Wesley,06-01-1998,23-07-1982,['@whyholton'],"b'You asked: paul is my 16th birthday today, would be so happy if you could @whyholton http://t.co/DI5ME8C9Dm'"
PerezHilton,Perez Hilton,27-06-1984,23-03-1978,[],"b""All of Khloe Kardashian's 38th birthday tributes in one place! #TheKardashians \n """
PerezHilton,Perez Hilton,09-06-1977,23-03-1978,[],"b""Something noteworthy for fans of #TheKardashians... the usually birthday-loving krew have all completely ignored Kanye West's 45th birthday on social media! \n """
PerezHilton,Perez Hilton,25-05-2015,23-03-1978,['@ThePerezHilton'],"b""RT @ThePerezHilton: Catching up with grandma after our first day of daddy-daughter solo vacation for Mia's 7th birthday celebration! We cha\xe2\x80\xa6"""
PerezHilton,Perez Hilton,18-05-2015,23-03-1978,['@ThePerezHilton'],"b""RT @ThePerezHilton: Archery! Animals! Field games! Lots of sugar! And more! #MiaHilton's 7th birthday party was a ginormous success! Watch\xe2\x80\xa6"""
PerezHilton,Perez Hilton,18-05-2015,23-03-1978,['@ThePerezHilton'],"b""RT @ThePerezHilton: Archery! Animals! Field games! Lots of sugar! And more! #MiaHilton's 7th birthday party was a ginormous success! Watch\xe2\x80\xa6"""
PerezHilton,Perez Hilton,14-05-2004,23-03-1978,[],"b'""18. I\xe2\x80\x99m a bit of a loss for words this morning.""\n\nGwyneth Paltrow is celebrating her daughter Apple Martin\'s 18th birthday with a sweet tribute! Details HERE:  '"
PerezHilton,Perez Hilton,06-05-1988,23-03-1978,[],"b'Adele says she\xe2\x80\x99s ""never been happier"" after tough ""lessons"" in 34th birthday post!\n '"
Persie_Official,Robin van Persie,31-12-1941,06-08-1983,[],"b'Happy 80th birthday \nSir Alex !\n\nWishing you all a happy and healthy 2022, stay safe &amp; positive   '"
Persie_Official,Robin van Persie,13-05-1981,06-08-1983,"['@mps130581', '@Persie_Official', '@Nat1']",b'RT @mps130581: @Persie_Official its my 30th birthday 2day and I get married tomorrow can I get a RT for me and the soon to be wife @Nat1 ...'
Persie_Official,Robin van Persie,18-04-1992,06-08-1983,['@DavidCullen3'],b'@DavidCullen3 happy 19th birthday!!'
Persie_Official,Robin van Persie,04-04-1990,06-08-1983,"['@LiquidMajor', '@Persie_Official']",b'RT @LiquidMajor: @Persie_Official It is my 21st birthday in the US any chance of a retweet? Just got a home nd away kit with ur name and ...'
piersmorgan,Piers Morgan,25-05-2004,30-03-1965,[],b'So why was he able to legally buy two AR-15s for his 18th birthday?  '
Pink,P!nk,19-07-1918,08-09-1979,['@UNICEF'],"b'RT @UNICEF: On what would have been Nelson Mandela\xe2\x80\x99s 98th birthday, we honour his legacy of peace &amp; nonviolence. #MandelaDay https://t.co/e\xe2\x80\xa6'"
prattprattpratt,Chris Pratt,08-05-2002,21-06-1979,['@rebe09'],"b""@rebe09 Happy 12th birthday Carter! Hope you're having a great day full of laughs."""
RachelZoe,Rachel Zoe,15-09-1921,01-09-1971,"['@IrisBApfel', '@curateur', '@tanquerayusa']",b'#ad I am so thrilled to share that I have teamed up with fashion icon @IrisBApfel to bring you a limited edition Icon Box from @curateur and @tanquerayusa   In celebration of Iris\xe2\x80\x99 100th birthday we created a luxe box valued at over $450 but available for only $49.99 XoRZ  '
RachelZoe,Rachel Zoe,06-11-1955,01-09-1971,[],"b""The reality star shared a photo in honor of the KUWTK matriarch's 62nd birthday.  """
radioleary,Dermot O'Leary,08-10-2014,24-05-1973,['@thismorning'],"b'RT @thismorning: Happy 7th birthday, Tony  we are so honoured to have been part of your special day!   '"
RandyOrton,Randy Orton,26-07-1993,01-04-1980,"['@HopeIsAirbourne', '@RandyOrton']","b""Happy B-dayRT @HopeIsAirbourne: @RandyOrton It's my 20th birthday! I'm hoping I'll get a happy birthday from you Randy. It'll mean a lot. :)"""
RandyOrton,Randy Orton,21-03-2004,01-04-1980,"['@fev123', '@RandyOrton']","b""Happy Birthday Louie!    RT @fev123: @RandyOrton It's my son Louie's 9th birthday today and you're his hero."""
RandyOrton,Randy Orton,10-04-1985,01-04-1980,"['@_Kalenna_Marie_', '@RandyOrton']",b'RT @_Kalenna_Marie_: Today is my 27th birthday how about a re tweet @RandyOrton'
RandyOrton,Randy Orton,13-11-1992,01-04-1980,['@cayla_renee'],b'@cayla_renee 2 weeks after my 18th birthday'
RealHughJackman,Hugh Jackman,28-05-2012,12-10-1968,[],b'Sam celebrated his 8th birthday with dueling #Wolverine and #Deadpool cakes. I think it\xe2\x80\x99s crystal clear won. Don\xe2\x80\x99t you?  '
RealPaulWalker,Paul Walker,04-11-1998,12-09-1973,['@MeadowWalker'],b'So much love for this beautiful soul. Join us in wishing @MeadowWalker a wonderful 22nd birthday!  #TeamPW  '
RealPaulWalker,Paul Walker,04-11-1998,12-09-1973,['@MeadowWalker'],b'Happy 21st birthday bear!!\n@MeadowWalker #TeamPW  '
RealPaulWalker,Paul Walker,18-02-1981,12-09-1973,['@vichearolay'],b'Happy Birthday good lookin! \xe2\x80\x9c@vichearolay: my 32nd birthday would be complete with a birthday wish from my favorite actor. :)\xe2\x80\x9d'
RealPaulWalker,Paul Walker,28-01-2011,12-09-1973,"['@zainab198499', '@realpaulwalker']",b'Happy Birthday! \xe2\x80\x9c@zainab198499: @realpaulwalker its my birthday 2day i will b happy if u wish me a happy bd by RT ME :-*\xe2\x80\x9d'
RealPaulWalker,Paul Walker,23-01-1996,12-09-1973,['@saf_xox'],"b""Happy Happy! \xe2\x80\x9c@saf_xox:  I'm a huge fan, and its my 17th birthday &lt;3 could you please wish me hbd? Love you muaah :**\xe2\x80\x9d"""
RealPaulWalker,Paul Walker,23-01-1997,12-09-1973,['@gi_bergel'],b'Happy Birthday!! \xe2\x80\x9c@gi_bergel: Could u say happy birthday to me? Please! Today is my 16th birthday! Love u with all my soul! Thanks \xe2\x80\x9d'
RealPaulWalker,Paul Walker,01-08-1994,12-09-1973,"['@Charlie_Evans7', '@RealPaulWalker']","b'Happy Birthday @Charlie_Evans7 ""@RealPaulWalker can I please get a RT for my 18th birthday today!?""'"
RevRunWisdom,Rev Run,01-03-1995,14-11-1964,"['@BorgataAC', '@diggy_simmons', '@RevRunWisdom', '@causeruckus']","b""RT @BorgataAC: Come celebrate @diggy_simmons' 21st birthday at #murmur on March 20! Music by @RevRunWisdom &amp; @causeruckus! https://t.co/1aV\xe2\x80\xa6"""
richardbranson,Richard Branson,27-02-1970,18-07-1950,[],"b'As we celebrate our 50th birthday, we\xe2\x80\x99ve created a unique book to tell our story, featuring various dreams that have been turned into reality   #VirginByDesign #VirginFamily  '"
